pokemon,attack
spearow,wing attack
spearow,whirlwind
spearow,fly
spearow,headbutt
spearow,fury attack
spearow,take down
spearow,double edge
spearow,leer
spearow,growl
spearow,peck
spearow,drill peck
spearow,toxic
spearow,agility
spearow,quick attack
spearow,rage
spearow,mimic
spearow,double team
spearow,focus energy
spearow,bide
spearow,mirror move
spearow,swift
spearow,sky attack
spearow,rest
spearow,tri attack
spearow,substitute
spearow,thief
spearow,snore
spearow,curse
spearow,protect
spearow,scary face
spearow,feint attack
spearow,mud slap
spearow,detect
spearow,endure
spearow,false swipe
spearow,swagger
spearow,steel wing
spearow,attract
spearow,sleep talk
spearow,return
spearow,frustration
spearow,pursuit
spearow,hidden power
spearow,twister
spearow,rain dance
spearow,sunny day
spearow,uproar
spearow,heat wave
spearow,facade
spearow,secret power
spearow,feather dance
spearow,astonish
spearow,air cutter
spearow,aerial ace
spearow,roost
spearow,natural gift
spearow,pluck
spearow,tailwind
spearow,u turn
spearow,assurance
spearow,defog
spearow,captivate
spearow,ominous wind
spearow,round
spearow,echoed voice
spearow,work up
spearow,drill run
spearow,confide
fearow,razor wind
fearow,wing attack
fearow,whirlwind
fearow,fly
fearow,headbutt
fearow,fury attack
fearow,take down
fearow,double edge
fearow,leer
fearow,growl
fearow,hyper beam
fearow,peck
fearow,drill peck
fearow,toxic
fearow,agility
fearow,quick attack
fearow,rage
fearow,mimic
fearow,double team
fearow,focus energy
fearow,bide
fearow,mirror move
fearow,swift
fearow,sky attack
fearow,rest
fearow,tri attack
fearow,substitute
fearow,thief
fearow,snore
fearow,curse
fearow,protect
fearow,mud slap
fearow,detect
fearow,endure
fearow,false swipe
fearow,swagger
fearow,steel wing
fearow,attract
fearow,sleep talk
fearow,return
fearow,frustration
fearow,pursuit
fearow,hidden power
fearow,twister
fearow,rain dance
fearow,sunny day
fearow,uproar
fearow,heat wave
fearow,facade
fearow,secret power
fearow,air cutter
fearow,aerial ace
fearow,roost
fearow,natural gift
fearow,pluck
fearow,tailwind
fearow,u turn
fearow,assurance
fearow,giga impact
fearow,defog
fearow,captivate
fearow,ominous wind
fearow,round
fearow,echoed voice
fearow,work up
fearow,drill run
fearow,confide
fearow,laser focus
fearow,throat chop
ekans,bind
ekans,slam
ekans,headbutt
ekans,body slam
ekans,wrap
ekans,take down
ekans,double edge
ekans,poison sting
ekans,leer
ekans,bite
ekans,disable
ekans,acid
ekans,strength
ekans,mega drain
ekans,earthquake
ekans,fissure
ekans,dig
ekans,toxic
ekans,rage
ekans,mimic
ekans,screech
ekans,double team
ekans,haze
ekans,bide
ekans,skull bash
ekans,glare
ekans,leech life
ekans,rest
ekans,rock slide
ekans,substitute
ekans,thief
ekans,snore
ekans,curse
ekans,spite
ekans,protect
ekans,scary face
ekans,sludge bomb
ekans,mud slap
ekans,giga drain
ekans,endure
ekans,swagger
ekans,attract
ekans,sleep talk
ekans,return
ekans,frustration
ekans,pursuit
ekans,iron tail
ekans,hidden power
ekans,rain dance
ekans,sunny day
ekans,crunch
ekans,beat up
ekans,stockpile
ekans,spit up
ekans,swallow
ekans,torment
ekans,facade
ekans,knock off
ekans,snatch
ekans,secret power
ekans,poison fang
ekans,rock tomb
ekans,mud shot
ekans,poison tail
ekans,natural gift
ekans,payback
ekans,gastro acid
ekans,sucker punch
ekans,toxic spikes
ekans,poison jab
ekans,dark pulse
ekans,aqua tail
ekans,seed bomb
ekans,switcheroo
ekans,fire fang
ekans,mud bomb
ekans,gunk shot
ekans,captivate
ekans,venoshock
ekans,sludge wave
ekans,coil
ekans,acid spray
ekans,round
ekans,bulldoze
ekans,snarl
ekans,belch
ekans,confide
ekans,infestation
ekans,brutal swing
ekans,psychic fangs
ekans,scale shot
ekans,skitter smack
ekans,lash out
ekans,tera blast
ekans,trailblaze
arbok,bind
arbok,slam
arbok,headbutt
arbok,body slam
arbok,wrap
arbok,take down
arbok,double edge
arbok,poison sting
arbok,leer
arbok,bite
arbok,acid
arbok,hyper beam
arbok,strength
arbok,mega drain
arbok,earthquake
arbok,fissure
arbok,dig
arbok,toxic
arbok,rage
arbok,mimic
arbok,screech
arbok,double team
arbok,haze
arbok,bide
arbok,skull bash
arbok,glare
arbok,leech life
arbok,rest
arbok,rock slide
arbok,substitute
arbok,thief
arbok,snore
arbok,curse
arbok,spite
arbok,protect
arbok,scary face
arbok,sludge bomb
arbok,mud slap
arbok,giga drain
arbok,endure
arbok,swagger
arbok,attract
arbok,sleep talk
arbok,return
arbok,frustration
arbok,pain split
arbok,iron tail
arbok,hidden power
arbok,rain dance
arbok,sunny day
arbok,crunch
arbok,stockpile
arbok,spit up
arbok,swallow
arbok,torment
arbok,facade
arbok,knock off
arbok,snatch
arbok,secret power
arbok,poison fang
arbok,rock tomb
arbok,mud shot
arbok,poison tail
arbok,natural gift
arbok,payback
arbok,gastro acid
arbok,sucker punch
arbok,toxic spikes
arbok,poison jab
arbok,dark pulse
arbok,aqua tail
arbok,seed bomb
arbok,switcheroo
arbok,giga impact
arbok,thunder fang
arbok,ice fang
arbok,fire fang
arbok,mud bomb
arbok,gunk shot
arbok,captivate
arbok,venoshock
arbok,sludge wave
arbok,coil
arbok,acid spray
arbok,round
arbok,bulldoze
arbok,dragon tail
arbok,snarl
arbok,belch
arbok,confide
arbok,infestation
arbok,throat chop
arbok,brutal swing
arbok,psychic fangs
arbok,stomping tantrum
arbok,breaking swipe
arbok,scale shot
arbok,skitter smack
arbok,lash out
arbok,tera blast
arbok,trailblaze
pikachu,mega punch
pikachu,pay day
pikachu,thunder punch
pikachu,slam
pikachu,double kick
pikachu,mega kick
pikachu,headbutt
pikachu,body slam
pikachu,take down
pikachu,double edge
pikachu,tail whip
pikachu,growl
pikachu,surf
pikachu,submission
pikachu,counter
pikachu,seismic toss
pikachu,strength
pikachu,thunder shock
pikachu,thunderbolt
pikachu,thunder wave
pikachu,thunder
pikachu,dig
pikachu,toxic
pikachu,agility
pikachu,quick attack
pikachu,rage
pikachu,mimic
pikachu,double team
pikachu,defense curl
pikachu,light screen
pikachu,reflect
pikachu,bide
pikachu,swift
pikachu,skull bash
pikachu,flash
pikachu,rest
pikachu,substitute
pikachu,thief
pikachu,snore
pikachu,curse
pikachu,reversal
pikachu,protect
pikachu,sweet kiss
pikachu,mud slap
pikachu,zap cannon
pikachu,detect
pikachu,endure
pikachu,charm
pikachu,rollout
pikachu,swagger
pikachu,spark
pikachu,attract
pikachu,sleep talk
pikachu,return
pikachu,frustration
pikachu,dynamic punch
pikachu,encore
pikachu,iron tail
pikachu,hidden power
pikachu,rain dance
pikachu,rock smash
pikachu,uproar
pikachu,facade
pikachu,focus punch
pikachu,charge
pikachu,helping hand
pikachu,brick break
pikachu,knock off
pikachu,endeavor
pikachu,secret power
pikachu,fake tears
pikachu,signal beam
pikachu,covet
pikachu,volt tackle
pikachu,calm mind
pikachu,shock wave
pikachu,natural gift
pikachu,feint
pikachu,fling
pikachu,magnet rise
pikachu,nasty plot
pikachu,discharge
pikachu,captivate
pikachu,grass knot
pikachu,charge beam
pikachu,electro ball
pikachu,round
pikachu,echoed voice
pikachu,volt switch
pikachu,electroweb
pikachu,wild charge
pikachu,disarming voice
pikachu,draining kiss
pikachu,play rough
pikachu,play nice
pikachu,confide
pikachu,eerie impulse
pikachu,electric terrain
pikachu,nuzzle
pikachu,laser focus
pikachu,rising voltage
pikachu,tera blast
pikachu,trailblaze
pikachu,alluring voice
pikachu,upper hand
raichu,mega punch
raichu,pay day
raichu,thunder punch
raichu,slam
raichu,mega kick
raichu,headbutt
raichu,body slam
raichu,take down
raichu,double edge
raichu,tail whip
raichu,growl
raichu,surf
raichu,hyper beam
raichu,submission
raichu,counter
raichu,seismic toss
raichu,strength
raichu,thunder shock
raichu,thunderbolt
raichu,thunder wave
raichu,thunder
raichu,dig
raichu,toxic
raichu,agility
raichu,quick attack
raichu,rage
raichu,mimic
raichu,double team
raichu,defense curl
raichu,light screen
raichu,reflect
raichu,bide
raichu,swift
raichu,skull bash
raichu,flash
raichu,rest
raichu,substitute
raichu,thief
raichu,snore
raichu,curse
raichu,reversal
raichu,protect
raichu,sweet kiss
raichu,mud slap
raichu,zap cannon
raichu,detect
raichu,endure
raichu,charm
raichu,rollout
raichu,swagger
raichu,spark
raichu,attract
raichu,sleep talk
raichu,return
raichu,frustration
raichu,safeguard
raichu,dynamic punch
raichu,encore
raichu,iron tail
raichu,hidden power
raichu,rain dance
raichu,rock smash
raichu,fake out
raichu,uproar
raichu,facade
raichu,focus punch
raichu,charge
raichu,helping hand
raichu,brick break
raichu,knock off
raichu,endeavor
raichu,secret power
raichu,signal beam
raichu,covet
raichu,calm mind
raichu,shock wave
raichu,natural gift
raichu,feint
raichu,fling
raichu,magnet rise
raichu,focus blast
raichu,giga impact
raichu,nasty plot
raichu,discharge
raichu,captivate
raichu,grass knot
raichu,charge beam
raichu,electro ball
raichu,round
raichu,echoed voice
raichu,volt switch
raichu,electroweb
raichu,wild charge
raichu,disarming voice
raichu,draining kiss
raichu,play rough
raichu,play nice
raichu,confide
raichu,eerie impulse
raichu,electric terrain
raichu,nuzzle
raichu,laser focus
raichu,speed swap
raichu,brutal swing
raichu,rising voltage
raichu,tera blast
raichu,trailblaze
raichu,alluring voice
raichu,upper hand
sandshrew,scratch
sandshrew,swords dance
sandshrew,cut
sandshrew,sand attack
sandshrew,headbutt
sandshrew,body slam
sandshrew,take down
sandshrew,double edge
sandshrew,poison sting
sandshrew,submission
sandshrew,low kick
sandshrew,counter
sandshrew,seismic toss
sandshrew,strength
sandshrew,earthquake
sandshrew,fissure
sandshrew,dig
sandshrew,toxic
sandshrew,agility
sandshrew,rage
sandshrew,mimic
sandshrew,double team
sandshrew,defense curl
sandshrew,bide
sandshrew,swift
sandshrew,skull bash
sandshrew,amnesia
sandshrew,leech life
sandshrew,fury swipes
sandshrew,rest
sandshrew,rock slide
sandshrew,super fang
sandshrew,slash
sandshrew,substitute
sandshrew,thief
sandshrew,snore
sandshrew,curse
sandshrew,flail
sandshrew,protect
sandshrew,mud slap
sandshrew,spikes
sandshrew,detect
sandshrew,sandstorm
sandshrew,endure
sandshrew,rollout
sandshrew,false swipe
sandshrew,swagger
sandshrew,fury cutter
sandshrew,attract
sandshrew,sleep talk
sandshrew,return
sandshrew,frustration
sandshrew,safeguard
sandshrew,magnitude
sandshrew,dynamic punch
sandshrew,rapid spin
sandshrew,iron tail
sandshrew,metal claw
sandshrew,hidden power
sandshrew,sunny day
sandshrew,rock smash
sandshrew,facade
sandshrew,focus punch
sandshrew,brick break
sandshrew,knock off
sandshrew,endeavor
sandshrew,secret power
sandshrew,crush claw
sandshrew,rock tomb
sandshrew,sand tomb
sandshrew,aerial ace
sandshrew,mud shot
sandshrew,covet
sandshrew,gyro ball
sandshrew,natural gift
sandshrew,fling
sandshrew,poison jab
sandshrew,night slash
sandshrew,x scissor
sandshrew,earth power
sandshrew,shadow claw
sandshrew,rock climb
sandshrew,stone edge
sandshrew,captivate
sandshrew,stealth rock
sandshrew,hone claws
sandshrew,smack down
sandshrew,round
sandshrew,chip away
sandshrew,bulldoze
sandshrew,work up
sandshrew,rototiller
sandshrew,confide
sandshrew,high horsepower
sandshrew,throat chop
sandshrew,stomping tantrum
sandshrew,steel roller
sandshrew,scorching sands
sandshrew,tera blast
sandslash,scratch
sandslash,swords dance
sandslash,cut
sandslash,sand attack
sandslash,headbutt
sandslash,body slam
sandslash,take down
sandslash,double edge
sandslash,poison sting
sandslash,pin missile
sandslash,hyper beam
sandslash,submission
sandslash,low kick
sandslash,counter
sandslash,seismic toss
sandslash,strength
sandslash,earthquake
sandslash,fissure
sandslash,dig
sandslash,toxic
sandslash,agility
sandslash,rage
sandslash,mimic
sandslash,double team
sandslash,defense curl
sandslash,bide
sandslash,swift
sandslash,skull bash
sandslash,amnesia
sandslash,leech life
sandslash,fury swipes
sandslash,rest
sandslash,rock slide
sandslash,super fang
sandslash,slash
sandslash,substitute
sandslash,thief
sandslash,snore
sandslash,curse
sandslash,flail
sandslash,protect
sandslash,mud slap
sandslash,spikes
sandslash,detect
sandslash,sandstorm
sandslash,endure
sandslash,rollout
sandslash,false swipe
sandslash,swagger
sandslash,fury cutter
sandslash,attract
sandslash,sleep talk
sandslash,return
sandslash,frustration
sandslash,safeguard
sandslash,magnitude
sandslash,dynamic punch
sandslash,rapid spin
sandslash,iron tail
sandslash,metal claw
sandslash,hidden power
sandslash,sunny day
sandslash,rock smash
sandslash,facade
sandslash,focus punch
sandslash,brick break
sandslash,knock off
sandslash,endeavor
sandslash,secret power
sandslash,crush claw
sandslash,rock tomb
sandslash,sand tomb
sandslash,aerial ace
sandslash,mud shot
sandslash,covet
sandslash,gyro ball
sandslash,natural gift
sandslash,fling
sandslash,poison jab
sandslash,night slash
sandslash,x scissor
sandslash,focus blast
sandslash,earth power
sandslash,giga impact
sandslash,shadow claw
sandslash,rock climb
sandslash,gunk shot
sandslash,stone edge
sandslash,captivate
sandslash,stealth rock
sandslash,hone claws
sandslash,smack down
sandslash,round
sandslash,bulldoze
sandslash,work up
sandslash,drill run
sandslash,confide
sandslash,high horsepower
sandslash,throat chop
sandslash,stomping tantrum
sandslash,steel roller
sandslash,scorching sands
sandslash,tera blast
nidoran-f,scratch
nidoran-f,cut
nidoran-f,double kick
nidoran-f,headbutt
nidoran-f,tackle
nidoran-f,body slam
nidoran-f,take down
nidoran-f,double edge
nidoran-f,tail whip
nidoran-f,poison sting
nidoran-f,bite
nidoran-f,growl
nidoran-f,supersonic
nidoran-f,disable
nidoran-f,ice beam
nidoran-f,blizzard
nidoran-f,counter
nidoran-f,strength
nidoran-f,thunderbolt
nidoran-f,thunder
nidoran-f,dig
nidoran-f,toxic
nidoran-f,rage
nidoran-f,mimic
nidoran-f,double team
nidoran-f,defense curl
nidoran-f,reflect
nidoran-f,focus energy
nidoran-f,bide
nidoran-f,skull bash
nidoran-f,fury swipes
nidoran-f,rest
nidoran-f,super fang
nidoran-f,substitute
nidoran-f,thief
nidoran-f,snore
nidoran-f,curse
nidoran-f,protect
nidoran-f,sludge bomb
nidoran-f,mud slap
nidoran-f,detect
nidoran-f,endure
nidoran-f,charm
nidoran-f,swagger
nidoran-f,attract
nidoran-f,sleep talk
nidoran-f,return
nidoran-f,frustration
nidoran-f,pursuit
nidoran-f,iron tail
nidoran-f,hidden power
nidoran-f,rain dance
nidoran-f,sunny day
nidoran-f,crunch
nidoran-f,rock smash
nidoran-f,beat up
nidoran-f,flatter
nidoran-f,facade
nidoran-f,helping hand
nidoran-f,secret power
nidoran-f,poison fang
nidoran-f,aerial ace
nidoran-f,poison tail
nidoran-f,shock wave
nidoran-f,water pulse
nidoran-f,natural gift
nidoran-f,toxic spikes
nidoran-f,poison jab
nidoran-f,earth power
nidoran-f,shadow claw
nidoran-f,captivate
nidoran-f,hone claws
nidoran-f,venoshock
nidoran-f,round
nidoran-f,echoed voice
nidoran-f,chip away
nidoran-f,confide
nidoran-f,venom drench
nidorina,scratch
nidorina,cut
nidorina,double kick
nidorina,headbutt
nidorina,horn drill
nidorina,tackle
nidorina,body slam
nidorina,take down
nidorina,double edge
nidorina,tail whip
nidorina,poison sting
nidorina,bite
nidorina,growl
nidorina,water gun
nidorina,ice beam
nidorina,blizzard
nidorina,bubble beam
nidorina,counter
nidorina,strength
nidorina,thunderbolt
nidorina,thunder
nidorina,dig
nidorina,toxic
nidorina,rage
nidorina,mimic
nidorina,double team
nidorina,defense curl
nidorina,reflect
nidorina,focus energy
nidorina,bide
nidorina,skull bash
nidorina,fury swipes
nidorina,rest
nidorina,super fang
nidorina,substitute
nidorina,thief
nidorina,snore
nidorina,curse
nidorina,protect
nidorina,sludge bomb
nidorina,mud slap
nidorina,detect
nidorina,endure
nidorina,charm
nidorina,swagger
nidorina,attract
nidorina,sleep talk
nidorina,return
nidorina,frustration
nidorina,iron tail
nidorina,hidden power
nidorina,rain dance
nidorina,sunny day
nidorina,crunch
nidorina,rock smash
nidorina,beat up
nidorina,flatter
nidorina,facade
nidorina,helping hand
nidorina,secret power
nidorina,poison fang
nidorina,aerial ace
nidorina,shock wave
nidorina,water pulse
nidorina,natural gift
nidorina,toxic spikes
nidorina,poison jab
nidorina,earth power
nidorina,shadow claw
nidorina,captivate
nidorina,hone claws
nidorina,venoshock
nidorina,round
nidorina,echoed voice
nidorina,confide
nidorina,venom drench
nidorina,stomping tantrum
nidoqueen,mega punch
nidoqueen,pay day
nidoqueen,fire punch
nidoqueen,ice punch
nidoqueen,thunder punch
nidoqueen,scratch
nidoqueen,cut
nidoqueen,double kick
nidoqueen,mega kick
nidoqueen,headbutt
nidoqueen,horn drill
nidoqueen,tackle
nidoqueen,body slam
nidoqueen,take down
nidoqueen,double edge
nidoqueen,tail whip
nidoqueen,poison sting
nidoqueen,bite
nidoqueen,growl
nidoqueen,roar
nidoqueen,supersonic
nidoqueen,flamethrower
nidoqueen,water gun
nidoqueen,surf
nidoqueen,ice beam
nidoqueen,blizzard
nidoqueen,bubble beam
nidoqueen,hyper beam
nidoqueen,submission
nidoqueen,counter
nidoqueen,seismic toss
nidoqueen,strength
nidoqueen,thunderbolt
nidoqueen,thunder
nidoqueen,earthquake
nidoqueen,fissure
nidoqueen,dig
nidoqueen,toxic
nidoqueen,rage
nidoqueen,mimic
nidoqueen,double team
nidoqueen,defense curl
nidoqueen,reflect
